sentiment,title,review
1,Not Good,This is not for beginners--not everyone can teach people how to dance and this is one of those instances. The instructor goes so fast... she does not give you time to really get the moves down before she goes into the next routine.I did break a sweat but it was because I was trying so hard to keep up and I still was confused and lost. There are other DVD's out there and I would strongly suggest getting one that is for beginners and where the instructor does enough reps to make sure that you are following it. Rania has some good ones that have helped me.If you have the belly dancing basics and want to give yourself a challenge then this may work for you. I am just learning and it was hard to keep up since I am still ackward on my feet and with swinging my hips.
2,Smashingly Good,My husband and I have met Susan Peterson and many of the potters that are in the book. The book presents works by the artist as they would present them to a friend. The photos and writings really put the glaze recipes in focus.
1,Boarding school adventures,"A 16-year-old Navy brat heads off to the Maryland boarding school her mother and grandmother attended, intent on having a good time and living up to their warm memories of the place. Her hot temper and tendency to dismiss people get her into trouble, but she quickly befriends the class leaders and has a good old-fashioned time learning to ride."
2,ALL HAIL THE NEW MASTERS OF METAL!,"Lamb Of God is one of the most intense bands to ever grace my cd player! from the second i put my head phones of, I was rewarded with some of the most insane and powerful metal I have heard in a long time! It restores your faith in the music industry! when a band with amazing drumming, pounding, blunt bass lines, shreding guitars and gut wrenching vocals comes along! I had the honor of seeing them yesterday, and I must say It only gets better live!! Randy is one of the most charismatic front men I have ever seen. He was able to keep the crowd going even though he was a lil drunk! His stage presence reminded me of that of Iggy Pop, truly stand out! But Lamb of God ain't no Punk band! these guys are pure american metal! and are worth ever penny!"
2,Sarah Connor Second Season Rocks!,"If your a fan the second season is a ""must see"", I enjoy having the DVD set because it is worth the re-watch from time to time. In reference to the series, I was very disappointed when it was cancelled, season two ends in a bizarre manor that leaves you saying.... WTF? Other than the disappointing ending, I love it and recommend it as a ""must have""!"
2,Not All Known To Me Prior To Purchase.,"Some of the 16 tracks are quite well known to me, including Jesus Is Just Alright by The Doobie Brothers and Laser Love by After The Fire.The former may not indicate the band's personal spiritual postion, however this song could easily be covered by a Christian artist with excellent results.Johnny Cash certainly did that with Depeche Mode's Personal Jesus.There are two songs by Kerry Livgren of Kansas, Slow Motion Suicide and To Live For The King, both sung from the heart.Musically Roy Buchanan's The Messiah Will Come Again is very good, only I struggle to hear the lyrics, Alice Copper's Nothing's Free has a suitably menacing tone and The Call's The Walls Came Down is possibly the standout from this collection.Some of the remainder are middling, but overall this is well worth owning."
2,Great Keyboard,"I have had this keyboard for over a year now and first off have to say that I do love it. I am an avid gamer but I am also a writer so I type * a lot *. That being said, I am also female and have longish nails. Within about 3 months the keys had no letters left on them because of the letters being scratched off. I also agree with the other user about the volume control being very extreme and I do not use it either. Those are my only complaints about this keyboard, other than that I love it and would recommend it to anyone. Gamers will also love being able to use it with Vent and having the LCD showing who is talking."
2,"fun for families, couples, mulitiple ages",Sequence is s great game for just about any age group. This size of playing area makes the game very easy to visualize patterns.
1,For an experienced historian,"Becoming Citizens was a good book about the plight of women in California. It is filled with great detail and a lot of well researched facts. However, it is not a book for a novice historian. Being a US History major, I found myself lost with the lack of explaination on the women's plight. It is a great book to use as a reference for a larger term paper or thesis, but not for the average reader."
2,"Expensive, but worth it","While it's one of the more expensive options, the quality of the product is definately worth the money. Leaves everything clean and protected with a good scent."
2,Plum Hilarious,"I have loved every Stephanie Plum book. They are laugh-out-loud funny. In this one we find out who came to visit at the end of book five, get better acquainted with Grandma Mazur who still finds great delight in visiting the known or unknown dead at the funeral home, meet various other wacky individuals, and in general enjoy madness and mayhem. I only wish Ms. Evanovich could write two or three times faster!"
2,This book is...,"...I'm not really sure: ""brilliant"" is overused, ""unique"" is often used as a kind way to say poor, ""exciting"" - yes, exciting, but it's oh so much more. Everything is an understatement.This book was the deciding factor in my choosing to become an English teacher if that says something - which is should."
1,Pretty Basic Tutorial,"I learned a few things with this tutorial but most I had already taught myself. If a person were being introduced to his or her first database this course book would be helpful. I, on the other hand, am continuing my search for more definitive information about Paradox 7."
2,That's the way it should be (done),Booker T and the MGs playing their thang. Have they ever been better?? This is really grovin time - has been on top of my list for years. I am sure they are gonna stay there. Go get it!!
1,fry like bacon,i had this amp hooked up to 2 12inch max pros and it sounds great for a month or so but i fried this amp twice so if ur looking for short term then go for it but otherwise dont waste your time
1,"a DECADE, I think NOT!","Bill Engvall, is one of the Funniest Comedians in the US. However this DVD is ONLY 16 minutes long! IT is NOT a decade of Laughs but 5 (five) funny music video's. I was VERY disappointed. Even the cover is misleading...showing heaps of different concerts...5 blinkin' clips. Sucks. Don't bother. If you DO want a GREAT Bill Engvall fix, Try Bill's ""15 degree's off Cool"". Fantastic!"
2,Excellent Source to Bond with your Children!,"Dr. Cohen did a fabulous job writing this important manual for parents/guardians to use with their children. As an avid student of child development, play is how our children can best articulate their feelings and need to others. It is our job as caregivers, educators, and skilled professionals to acknowledge what children are trying to say when words can limit or misinterpret their means of communication. Play can help us understand our kids as well; help encourage them to express themselves in a safe and non-critical environment. I highly recommend this publishing for caregivers, students, educators, and practitioners, alike."
1,Not airtight,"This container is not airtight. The lid, where it attaches to the container, has a good seal. However, the flap on top does not. If you upend the thing, the top flaps open. It's well-constructed otherwise, but this is a pretty obvious--and avoidable--design flaw for something supposedly intended to preserve coffee.I would definitely not buy this again."
1,Not comprehensive coverage of exam material,"I have been using the exam cram series in preparing for all of my MCSE test. Until now I have been completely satisfied. The IIS 4.0 book is missing several components that are covered on the test. One such topic is sub-netting of TCP/IP addresses. This was not covered in the book, and was on the test. Personally I think this should have been left to the TCP/IP test, but if it is going to be on the IIS test it should be in the book."
2,No Wires No Worries Mate,I bought this set up last year for 45.00. Which was very nice. It arrived new in the box. It was a snap to install and program the hot keys. It is very internet friendly with forward and back buttons and a scroll wheel. Best of all when not in use I move it and clear my desk for other tasks. Both the Keyboard and the Laser Mouse are very easy on the AA bateries. I replace them about once every 10 months or so. For that price and no wired headaches it was a no brainer.
1,went dead and doesn't hold charge,thought I would give it a try to save moneyone didn't hold the chargethe other doesn't hold the charge for a reasonable time
1,Rather be fishing,"Take a nap before you watch it or else you'll fall asleep like me. I like a good goofball horror flick as much as the next guy, but this one is just a wannabe. It had potential with the comic book scene transfers and musical undertones - both elements which i liked and thought were quite creative - however, i just couldnt get past the horribly annoying and retarded characters, like the deputy - uggg! That first gore scene where dude's eating the pie in the kitchen did manage to squeeze a giggle or 2 out of me, though. So there are a few laughs and some decent effects, but for the most part the attempted slapstick is just too corny for my tastes. And not that it always matters in the horror genre, but the dialogue and script were just awful and contrived too. I give it a couple stars for the gore but I might suggest you rent this one before purchasing. Who knows, it might grow on me like Cabin Fever did. Word up"
2,If You Can Read Then Buy This Book!,Plain and simple: This book is a must for every human being that can read. Either for rainy Sunday afternoons or for a bathroom book. Get this book!!!
2,Not Better Than Meteora,"Comparing Meteora and this album together, I'd say that Hybrid Theory is the lower weight. Hybrid Theory is definitely a great album, but not as powerful as Meteora. It's not that I hate it, because it is getting a high-quality rating, but, I just like Meteora Better. Songs like One Step Closer, Points of Authority, and Papercut are still perfect songs to work while hearing.Rating: 4 stars/5 stars"
1,Ronco is a Joke-o,"This is without a doubt the bottom of the line food dehydrator. A friend bought one of these because it was so inexpensive, but it turns out it was just CHEAP. This thing doesn't work in the most generous sense of the word. Without a fan, even if you constantly rotate the trays, the food doesn't dry evenly. I own an Excalibur dehydrator and that's the way to go. I gave this product a rating of 1 only because there wasn't a choice for a lower number. The actual rating is much closer to zero."
2,A true masterpiece...,"Cowboy Bebob has been hailed, and rightfully so, one of the best animes ever. However, all of the praises for it have already been sung, but the thoughts present in all the positive reviews it recieves are very helpful when considering this anime. The statements regarding music, combined noirs, and a show like no other truly do this series justice. This first DVD is an especially great compilation, the first 5 episodes being some of my favorites. This series is highly recommended, even if you're not a particular fan of anime."
1,Cut beyond recognition,"Originally saw this film by it's release title: ""Tarzoon: Shame of the Jungle"" and the cuts and edits required to remove the lead characters name in addition to the cuts made to make this have a R rating render this a slim shadow of the originally funny (albeit tasteless)animated comedy. This pale version of the original is basically worthless and difficult (if not impossible) to follow."
2,I've NEVER read a BAD book by Nicholas Sparks !!! He's AWESOME !!!!!!,I've NEVER read a BAD book by Nicholas Sparks... I finally purchased about 6 of his books... I could NEVER get them at the library... they were ALWAYS out.... Now my friends can read them once I'm finished reading them :) GREAT reading !!!!
2,WOW!!!,The Princess Diaries #2 is awesome! It keeps you interested because Mia seems never to have enough problems! (haha) meg cabot is awesome. she writes like an actual teenager and it's SO GOOD! do all of u meg cabot-lovers know that she is coming out with 3 new books this fall 2002 and spring 2003?
2,Breathtaking Interplay,"This is an album of three incredible musicians at the height of their powers in a live setting. Lane's playing is almost beyond description. From clean comping to incendiary hyper-speed runs, Lane covers it all with conviction, emotion and breathtaking virtuosity. Hellborg's bass sound warm but packs plenty of punch as well. Hellborg is an amazing bassist who has a certain style that is very endearing. Sipe's drumming is solid without gettng too busy, which is helpful when you've got Lane and Hellborg going nuts in certain spots. There are plenty of dynamics and lovely melodic interludes along with the fiery playing. For fans of power trio interplay along the lines of classic Cream, Hendrix Experience, etc. this is as good as it gets. This defines the state-of-the-art for power trio improvisation. Nuff said!"
2,Sweet!!,"Brown's book is packed with loads of entertainment, loads of educational information, and loads of stunning anagrams. although the ending is a bit trite, this book will leave you breathless!"
1,Beautiful Movie - horrible Europe-DVD,"Don't be to sad, when ""Yentl"" will be published in Europe in July. Why not to be sad? First reason: Sound in 1.0 MONO (!!), second reason: Picture in 4:3 - no widescreen, reason three: no Bonus, no Extras ... nothing!And that's the worth of this DVD: Nothing: To publish a Movie on DVD, which called itself ""A Film with Music"" in Mono is a shame. To use the format 4:3 for a Movie (not a TV-Series) is a shame too! Shame on MGM for this publication which I will not buy, BECAUSE I adore ""Yentl"". This beautiful movie with so much beautiful Music deserves much, much more than this."
2,Another Great R.A. book,"although i was disappointed with the noticable lack of Drizzt, this was still another great book by Salvatore which continues the long line of books usually focusing on the dark elf, but oh well."
2,System not too bad,"Not a bad product. It works better than standard litter boxes. True, the unit and the cartridges are somewhat pricey, but it does the job. I have three cats and have had some trouble with one of the cats not wanting to use it at all. Also, I did have my entire unit fail but the company was prompt in replacing it via snail mail after I call the 1-800 number. Be careful cleaning the unit and don't get water inside the electronic components because its NOT sealed. The cartridges are very convenient"
1,Yawn,"I mean no disrespect, but why do I feel like everytime Ilisten to a new Duncan Sheik record, I'm either going toa funeral or coming away from someone's wake. And eventhough the music is melodically interesting, the lyricstake too long to get into. I feel I cannot to what he'ssinging about."
1,(...),"(...) This is the most cheapest product I ever bought, It is so cheap it broke a week after i bought it!!!!!!!!!!!!!"
2,Hilarious!,"This Cd is pretty hilarious. I love the parody of cliched 80s-90s action film themes, ""America, F##K Yeah"". And I don't know what that last guy was talking about Matt and Trey not getting any money for the movie. they got a lot of money for it considering they wrote it, directed it, and did like all the voices, plus Trey wrote all these songs and performed a lot of them.But Matt and Trey have said it's cool if fans download their songs for free, they're just happy that people like it. But this CD is way worth your cash,GO BUY IT NOW OR I WILL SEND MY NINJA MONKEY SLAVES TO ASSASSINATE YOU!!!"
1,Deeply disappointed,...I wasted my money on this video. My daughter just absolutely loves all of the other Baby Einstein videos and does not care for Baby Newton at all. I felt that the animation did not personalize the video and really did not connect with the child...My daughter will not even sit through this one once.
1,"This is a bait & switch, you will receive a knockoff","The title claims that this filter is ""by Dirt Devil."" The picture shows a filter by Dirt Devil (green label & writing on top). But what was shipped was a knockoff by Crucial Vacuum. It does fit and works reasonably well, but it is not what was advertised."
1,Watch out.. NO CD INCLUDED!,"I was expecting to receive the book, it supposed to include a cd but it didnt. Now i have to buy another book or try to find the cd somewhere else."
2,Leaves You Laughing,"Any Kind of Luck is not the kind of book you read on an airplane unless everyone around is wearing earphones. The vivid imagery and colorful characters will force you to leave an imprint on someone else's eardrum. If chicken soup is good for the soul, Any Kind of Luck is good for the heart. William Jack Sibley's book is a melting pot of small-town characters, puntuated with dysfunctional family members, coupled with gay relationships...not to mention a menagerie of Chihuahuas at foot. You will find yourself anxiously awaiting the next hilarious entry in each chapter. Witty, charming and heart warming. With William Jack Sibley, it has nothing to do with luck, but everything to do with talent."
2,"real cool, but not all piano boogie woogie","This is another collection of cool 30's & 40s blues, but more big-band blues than per-se piano boogie woogie. Quality is similar to, or superior to, Membran's supercheap box sets. This has plenty of notes, but they're all in German. Not that much overlap with the 10 CD ""Boogie Woogie"" on Membran.Boogie Woogie (10 Cd Box Set) 200 Songs- Original MastersWell worth the bargain price. Obviously, sourced from fairly rare and often battered 78's."
1,a lesson in missing the mark...,"When I saw this great ensemble cast I thought wow, it has to be decent; then a professional poker player recommended it. Okay I'll rent it. Wow. Very painful to watch. The biggest problem I could see is the writing; specifically the story lines are very weak and the dialogue between characters is absolutely awful. So many stereotypes and cliches. I did manage to make it through the entire movie but was very disappointed overall. Kelsey Grammar is in the movie for about four minutes total and his is by far the worst performance of the bunch. Ray Liotta is passable as is Whittaker. Bassinger and DeVito are very mediocre which led me to conclude that the director is as much to blame as the writer. I would not watch it again and would not recommend it."
1,Stopped working...twice,I bought this iPod audio system. The first one stopped working within 5 weeks. The replacement stopped working within 1 week. Forget it. Find something else.
1,"""Sunrise"" remix- NOT worth it!","I LOVE Duran Duran, but I wish I had my money back for this import single. ""What Happens Tomorrow"" is an incredible song, but I bought this for the Eric Prydz Mix of ""Sunrise,"" hoping to finally hear a club mix that actually included the vocals. (The first batch of remixes found on the ""Sunrise"" single all neglected to include Simon's full vocals.) Disappointed again! The beat to this version is great, but it is only 3 & a half minutes long & features only a few background vocals at the beginning. I guess there will never be a full-out vocal club mix available on CD. The closest thing I know of is the Jason Nevins Mix on the ""Queer Eye"" soundtrack.Bottom line: Someone needs to take lessons from bands like Erasure, who still put out singles with multiple remixes & non-album songs that are well worth the money. 13 bucks is just too much for an album version that I already have & a short, vocal-less club mix. Shame on Epic records & Duran Duran!"
2,Perfect,"I must say up front, I don't have this particular CD, although I have other holiday CDs by Perry Como. I just want to second reviewer Rodney Wiltin's comment about the track IT'S BEGINNING TO LOOK A LOT LIKE CHRISTMAS. I have it on another CD and, in my opinion, this was a perfect take and is, by far, the definitive IT'S BEGINNING. All other performances of it are lame in comparison. I play it many times during the Christmas season and it awes me."
2,"Strong follow-up to ""Fate's Right Hand""","For my money the best track is the Harris, Prine, & Crowell delivery of ""Ignorance Is The Enemy"" -- most all the founders said so -- and it's never been proven to be so true until today.The Harris & Crowell duet cover of Dylan's ""Shelter From The Storm"" is a masterpiece. As Jimi Hendrix did with ""All Along The Watchtower"", their rendering of the song is a much more than a tribute -- they have added dimensions to the song I had never heard before.Rodney is one of the best song writers today -- and (in there different ways) ""The Obscenity Prayer"" and ""We Can't Turn Back Now"" prove that.Keep up the good work Rodney!"
1,Not an 8 inch pan,"I am single, so I use two fry pans; a six inch, and an eight inch, but I use the eight inchthe most and just buy the cheap Farberware pan at WalMart and toss it once a year when thenon-stick surface becomes a stick surface but thought this was not good for the environment,so went for this pan due to the good reviews.HAY GUYS, THIS IS NOT AN EIGHT INCH PAN!My six inch lid fits fine on this seven inch pan.It measures 7-1/2"" ID, 7-3/4"" OD. Nowhere does it measure eight inches.An eight inch fry or saute pan ID should always measure close to eight inches, this pan does not, and is much closer to my 6"" pan than my eight inch pan.It is going back and I will pick up my third cheapo pan from WalMart."
1,not for me,The music did not help in my meditation. It was actually distracting. No wonder no samples were available for listening.
1,Chasing Her Own Ambulance,"I was really excited to get my hands on this book. Having suffered from eating disorders myself, I was hoping it would re-affirm my recovery efforts.Imagine my surprise and disappointment after drowning in the hubris and shameless self-promotion that pours from every page of A Very Hungry Girl. The book prompted me to write my first Amazon review.I couldn't believe that there were positive Amazon reviews until I noticed that many of them hail from the author's friends. This manuever is wholly in line with the thinly-veiled thesis of the book. The author hopes to profit from her disease and even more abhorrent, the suffering of others.I wish I could write that the book is mediocre but at least the intention is heroic, but I cannot.Please, please, please read Life Inside the Thin Cage by Constance Rhodes for less ego and more inspiration."
2,unbelievable,this album has such a fresh sound.it's good to hear people are still making great music.would recommend it to everyone
2,Always enjoyed Henckels scissors,"I've used Henckels kitchen knives for over ten years and have enjoyed their durability and cutting blades. However, I enjoy the Henckels scissors even better due to their precision and smooth cutting, especially compared to competitive products. The next time I need to buy high quality scissors, I'll be seeking Henckels first."
2,Nuggets From SF's Golden Age,"Although he has since been overshadowed by John Campbell, Groff Conklin was an influential editor who produced several collections of science fiction short stories long before SF was fashionable. This book contains a treasure-trove of stories by authors whose names are still familiar as well as a few who may be new to the younger reader.I certainly hope a new publisher decides to reissue some of Conklin's collections. It has been too long since we were able to enjoy stories by Kris Neville and Ross Rocklynne."
2,"Must read for TRUE Rap, Hip Hop and Run-DMC fans","If you are a TRUE Run-DMC FAN as opposed to a listener;if you are a TRUE student of Rap's beginnings;if you are a TRUE student of HIP-HOP;THIS BOOK NEEDS TO BE IN YOUR LIBRARY. Id go as far to say the lessons learned in regards to the music industry, and its treatment of rising or new artist could serve as a knowledge foundation for those aspiring to be in the music industry.WALK THIS WAY and GET THIS BOOK"
2,Best Price Router,I have shopped locally but can't match the price I paid for this router. Reviews have been very good. I believe it is what I need to fabricate and install new kitchen cabinet doors and plan to use it soon.
1,"Excellent Sound Quality, HORRIBLE cord quality/durability","A warning about the long term durability of these earphones: the cord will ""break down"" and eventually develop a series of holes in the rubber casing exposing the wires within. I am on my 2nd pair and will not purchase a 3rd. It has taken maybe 6 months each time for this to happen. This is with what I would consider normal use with my Ipod. I love the sound quality, but the durability makes these unbuyable in my opinion."
2,I Adore This Book!,"I don't think I've read a more satisfying yaoi title. The story was fantastically executed. Yoshinaga Fumi doesn't jerk readers around with the drawn out will they/won't they formula. She gives you the goods from the start, yet still finds creative ways to keep you in suspense.The romance between Gerard and Jacques isn't the common BL fare, and BRAVO TO THAT! Gerard is an older man, Jacques is much younger (there was a shota scene in volume 1 even). Gerard isn't handsome. His face is disfigured. He's not ugly by any means, and he has elegant and regal qualities you see in a older man. He was so well-rounded. You understood his curmudgeon way of thinking. This attitude made his romance with Jacques even sweeter.You know, I didn't expect this to be as fantastic as it was. I don't care for the other licensed series the creator has out. This book shows her true skill.Lets have more titles like this! Enough with the school-boy stories."
2,Move Closer,"Too bad for a majority of the population of the United States that this song is not available. Why must America be stuck with the top 40s from the 70s and 80s when music like this is available? It is clearly the best thing on the airwaves, albeit the internet. The only way the yanks will hear it is by listening to Heart 106.2 from London after 10:00 PM Central. Stunning vocals and music. This is a must have! What a pity......."
1,An Overblown New Yorker Article,"Although the title looked enticing, I was greatly disappointed as I read this slim volume. I was vaguely told what ""Nobrow"" was, but no whys, no wherefores. Was it a celebration of Nobrow or a critique? The book contains profiles of what the author sees as noted Nobrow figures, like David Geffen and George Lucas. They seemed to be re-edited New Yorker articles, and are nice as they go, but after 200 or so pages, I still don't have much of a clue as to what Nobrow really is. I did, however, learn who the author was. He seems to be the sub-text of this book. We know he is a feature writer at the New Yorker, a Princeton grad, and lives somewhere in Tribeca. If you want to read a book about today's culture and its roots, read Thomas Franks' The Conquest of Cool. If you want to read a book about the New Yorker, try Bright Lights, Big City. At least it's more honest."
2,Exceptional!,"Since I heard the song in Highlander III movie, I decided to download MP3 files from audiogalaxy.After I downloaded those files, I had no doubt that I need to have this album. I went to Amazon and ordered this CD (with also a book of Douglas Adams).I don't think that this music is like Enya. This is totally different quality and flavor."
1,poor quality,"purchased this bag for my husband to use for his adult soccer league which meets once weekly. After using it for one season, the pockets ripped, leaving the bag useable, but all one compartment. disappointed in the quality of this bag. opt for a different Adidas bag."
2,great seller,"Great product, a little smaller than my other one but no one would notice. It was for a halloween prop.Would use this seller again."
1,Very disappointed,"This item only worked twice before it simply wouldn't work again. And no it was not dropped or in any way abused.I read the instructions before using the item and couldn't figure out why it won't work.I'm very very unhappy with this item. When it did work the sound quality was horrible, full of static and could barely hear what I had recorded. Definently a waste of your money!"
2,Definitive Gettysburg,"This is an excellent movie for anyone interested even remotely in history and is a must for Civil War buffs! Although, it is a long movie, I feel that it is truly worth the viewing.The first half of the movie seems to move more smoothly and quickly than the second half (which is why I only gave it four stars). The main reason for this, I feel, is the superb acting by Jeff Daniels as Joshua Chamberlain and Sam Elliott as General Buford. Both of their performances are truly masterful.The second half moves more slowly but is still worth watching. The battle scenes are extremely well done and I particularly appreciated the fact that the movie was actually filmed in and around Gettysburg and in the park itself.I felt that the weakest characterization was that of Robert E. Lee, for while Martin Sheen's acting performance was technically well done, I did not feel he captured the essence of Lee's personality.Well worth watching more than once."
2,not the best but very good,"I've played some previous version of ddr and always loved them. as it's getting bigger in the states they are including some more american music, which isn't the best selection on their part. I bought this for my girlfriend who fell in love with ddr extreme at a friends party. so she's pretty new to it and while the beginner level is great, the levels progress a bit too quick. all in all though it is a blast! but don't buy cheap pads ($9.95 ea)! ours are warping already :/"
2,SNOWFLAKES AND FROST NICELY EMBODIED NICELY,"Michael Gettel's WINTER is a compilation of previously released tracks, along with new tunes making their first appearance. Gettel is a proficient pianist but his solo tracks are rather bland. It's the ensemble and/or orchestral selections that truly capture the landscapes and whimsies of the season.Songs like FLIGHT, FIRST SNOW, WINTER'S TWILIGHT, SHELTER, WHEN ALL IS QUIET, and MEMORY IN THE SNOW conjure up vivid imagery of the emotions and visages of the wintry environment."
2,Excellent Overview of International Environmental Law,"Although this book is dated, the topics discussed are still worth reading. The book can still be found through the National Registry of Environmental Professionals (847) 724-6631."
1,BAD PRODUCT,"The radiator sleeve will not expand to fit a standard radiator hose. The rest of the sleeves work fine for heater/ac hoses, fuel lines, and vacuum lines. Amazon sent me replacement packages with the same problem."
2,Love It BUY IT,"One of the best Vin Diesel movies I think. I love this movie, probably my favorite of its genre. Blu ray makes it even better."
2,Great,"All right, let's get right down to it! When it comes down to intimate apparel, there is nothing that captures a man's eyes and imagination as thigh-high stockings!These soft and sexy stockings wear well, and stay up. So, you don't need to use a garter, but I do recommend one. (I don't believe in understatement in the bedroom.)I highly recommend these stockings to you - or for you men, buy them as a gift!(Review of Sheer Lace Top Back Seam Thigh Hi Stockings)"
1,"poor handle design, not enough measurement granularity","The handle is too short. Even when less than half-full, this cup is uncomfortable to carry. It feels like the handle is slipping out of the hand. This is especially unpleasant and potentially dangerous with a liter or two of boiling hot water. The handle needs to be at least 2cm longer or a be a full loop.The markings are printed at an angle. It's barely perceptible, but nevertheless noticeable. There should be more markings. You can only measure from 2 cups up in one cup intervals, or from 16oz up in 16 oz intervals (or do some math) or 500ml and up in 250ml intervals. There is plenty of space for more marks."
2,"Good, but not on their own.","I'd highly recommend these books in conjunction with the 'Transcender' exams. Together they cover basically everything, and if you want proof I managed to become an MCP with no hands-on experience."
2,"I really like this unit, it is so cool!","My friend introduced me this product which was just brought into market. I did not know this product is so COOL until I saw it. Comparing to other similar products, the price is really attractive. I also like the quality of the LCD screen. It just vividly showed the pictures I got in different places. Although this product is not from a big brand but I think the quality is nothing less than something from a big name."
1,Does NOT fit the S Series notebook,"Once you get the package, if you read the cover it says it is not only for the S series but it also for another type of laptop. And the laptop case is meant for laptops that are up to 15 ins. I bought this thinking it would snug fit with my S Series notbook but it was WAY TOO BIG! I kept the package for the power cord case. Other than the power cord case fitting, the case for the laptop itself is CRAP!"
1,CHEAP CONSTRUCTION!,"I recently was given this toy by my mother. After reading the directions I spent over an hour trying to assemble this toy. The key word there was TRYING. NO I never finished assembling the toy. Most if not all of the pieces that were supposed to snap into place were not aligned with the correct holes. And the reason I didn't finished assembling it was because the top of it which is supposed to ""snap"" on like the directions say, bent. The more I tried to straighten it out the more it bent. In the end I had to return it. I would definitely highly recommend NOT buying this toy. It's more trouble then it's worth."
2,Thought Provoking,This is an excellent book. I could not put it down even for a moment. It really makes you think. I'm looking forward to reading the rest of the series.
1,Avoid this Unit,Beware. This unit easily falls off its mount. There is no remedy for this condition; simply a well intended but overall poor design. Save your money and avoid this product. After about 18 months of stopping to pick the unit up off of the ground several times a week it finally fell off the other day and I didn't notice.Can anyone recommend a better unit?
2,Great for your legs,"I love this DVD. Although it say's ""killer but"", I feel the greatest change in my legs and core. I got this DVD because I felt that my legs needed strengthening and a lot of toning since they were getting flabby. This DVD is really intense and as other reviewers have stated, its redundant. Even though this is the case, I find it really works your legs mostly and if you do the exercises at least 3 times a week, you'll definitely see results. My legs are toned and I love how my thigh muscles look - even my inner thighs! The muscles are long and strong- like a ballerina's! Can't say there's much change to my butt though - well I didn't have much to begin with anyway. I do feel an overall strengthening - in my core muscles, and arms (due to all the movement required). All in all - buy it if you want strong, ballerina legs!"
2,Does what I bought them for.,Looks good in my car. Simple and just gives the car a clean feel. I recommend if you just want carpets for the car. Not sure how well it will do over time but seems to do what it's suppose to.
1,Don't buy this DVD,"This is the second unit we bought from this manufacturer, and both only lasted a few months. We bought it to watch movies from Europe, and we thought that the DVD player had a reasonable price. But, after having got two, and having to buy a third one now, it turns out that it will become more expensive than having bought a more expensive one from the beginning. Don't buy it if you want to save some money and spare the hussle of having to get a new one every few months."
2,Pump saving use of timer.,"We have been using this timer to control a well pump at the bottom of a deep, slow filling well.The timer is set to turm on the pump every 15 minits for 2 or 3 minits 24 hours a day, untill the storage tank is filled, therein not drawing the well to the bottom at a time of high water demand. The water is delivered to these large storage tanks, 500 to 5800 gallons where it is drawen off at high demand times (morming and evening). This preserves a weak flowing well, while providing a large volume of water to service the home, and storing water to fight fires, feed crops and farm animals. The water is preserved and disenfected by bubbling ozone in the tanks 24 hours a day. The timer is simple, easy to use and indistructable. Over the past 20 years I have installed many of these systems with these timers which have allowed many folks to stay on property with weak wells that normally would have resulted in the loss of these properties."
2,DELICIOUS!!!,What a delicious feast of recipes! I've dined on Chicken Piccata. It was great! Now to try her Chocolate Mousse...I can't wait!Florence Henderson is a multi-talented woman...and one of the nicest people there is!
1,It's About Frickin' Mermaids!!!!,"I remember when I was little and I liked Goosebumps' books and there was a new one and it had a shark on it and it was gonna be sweet, cuz I liked sharks too. But then I read it and it was about frickin mermaids! I was so pissed off. In fact, thinking about it now I'm still pissed off.Buyer Beware!!!!!!"
2,Great turtle!!!,"This is the cutest stuffed animal ever. Made very well and a good size, not too big or too small. My grandson loves it."
2,Bosch wiper blades fit 2007 Mercedes E320,A perfect fit; just like the originals.At a decent price too.
1,total waste of money and time,"Ferenc Mate is the most negative person I ever read. There is a message to his title but the book is nothing but one long, boring bitch session with little or no practical information."
1,Died in just under 6 months,Professional in name only the Hot Tools 1177 died after 6 months of very little use (2 or 3 times a week on one person only). Save your money and get something that you won't have to replace in a few months.
1,Perhaps the worst book that I've ever read,I read this when it first came out and hated it. I could not understand what the fuss was about so continued my excruciating reading to the bitter end. The main character is repulsive and un-engaging. Twenty years later a very intelligent and witty friend told me that it was his favorite book and I read it again to see what I'd missed. Nothing. I now think considerably less of my friend.
2,Correction,"Reader Darren supplied incorrect credit for this book. Globe Pequot Press was not the original publiser. The publisher was Fast & McMillan, with the imprint of The East Woods Press, a small regional publishing group in New York City."
2,Fleetwood Mac,"Fleetwood Mac is definitely one of my favorite musical groups of all time, and this is one of the best, if not the best, CD that you can have of them.I can't say anything other than everything in this CD is wonderful. Get it, trust me. You'll find a favorite among this collection."
1,Big Disappointment,I was very disappointed by this rice. I paid a lot of money per pound and it tasted like any regular parboiled rice. Also the rice was from Argentina and not Italy. It tastes nothing like the creamy rissotto rice from Italy. I do not recommend this rice to anybody.
1,Not that good,"Ok..first off....I've always been a huge Descendents fan. I bought everything they ever put out when it came out...(im old). This is by far the worst record they have ever done. I can't even believe it's them. Very uninspired and uncreative. The lyrics, riffs, energy, and excitement is just not on this record. Why couldn't they be that band that put out the ""ALL"" album? You can argue all you want...but I would bet money that if you like this record you are way under 25 years old. I'll give it two stars only because they are still actually putting up the effort."
